Data Set Name,Display Name,Code,Schema,Table Name,Column Name,Field Type
Fire Incidents,CAD Basic Incident Post Office Box,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Post_Office_Box,Text
Fire Incidents,CAD Basic Incident Postal Code,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Postal_Code,Text
Fire Incidents,CAD Basic Incident Primary Narrative,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Primary_Narrative,Text
Fire Incidents,CAD Basic Incident PSAP Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_PSAP_Date_Time,Date/Time
Fire Incidents,CAD Basic Incident Reported By,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Reported_By,Text
Fire Incidents,CAD Basic Incident State,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_State,Text
Fire Incidents,CAD Basic Incident State GNIS,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_State_GNIS,Text
Fire Incidents,CAD Basic Incident Status,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Status,Text
Fire Incidents,CAD Basic Incident Street Name,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Name,Text
Fire Incidents,CAD Basic Incident Street Number,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Number,Text
Fire Incidents,CAD Basic Incident Street Prefix,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Prefix,Text
Fire Incidents,CAD Basic Incident Street Suffix,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Suffix,Text
Fire Incidents,CAD Basic Incident Street Type,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Type,Text
Fire Incidents,CAD Basic Incident Total Time In Minutes,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Total_Time_In_Minutes,Text
Fire Incidents,CAD Basic Incident Type,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Type,Text
Fire Incidents,CAD Basic Incident Validity Score,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Validity,Number
Fire Incidents,CAD Basic Incident Wildland Location,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Wildland_Location,Text
Fire Incidents,CAD Basic Incident Zone Number,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Zone_Number,Text
Fire Incidents,CAD Basic NFIRS Number,,DwFire,Dim_Fire_CAD,CAD_Basic_NFIRS_Number,Text
Fire Incidents,CAD Basic Number Of Contract Response,,DwFire,Dim_Fire_CAD,CAD_Basic_Number_Of_Contract_Response,Text
Fire Incidents,CAD Basic Primary Station,,DwFire,Dim_Fire_CAD,CAD_Basic_Primary_Station,Text
Fire Incidents,CAD Basic Property Use Code And Description,,DwFire,Dim_Fire_CAD,CAD_Basic_Property_Use_Code_And_Description,Text
Fire Incidents,CAD Basic Shift Or Platoon (FD1.30),FD1.30,DwFire,Dim_Fire_CAD,CAD_Basic_Shift,Text
Fire Incidents,CAD Basic Type Of Alarm,,DwFire,Dim_Fire_CAD,CAD_Basic_Type_Of_Alarm,Text
Fire Incidents,CAD Basic Was State Team Mobilized For Incident,,DwFire,Dim_Fire_CAD,CAD_Basic_Was_State_Team_Mobilized_For_Incident,Text
Fire Incidents,CAD ID,,DwFire,Dim_Fire_CAD,CAD_CAD_ID,Text
Fire Incidents,CAD Incident ID Internal,,DwFire,Dim_Fire_CAD,CAD_Incident_ID_Internal,Text
Fire Incidents,Cad Initial Cad Incident Type Description,,DwFire,Dim_Fire_CAD,CAD_Initial_CAD_Incident_Type_Description,Text
Fire Incidents,CAD2 Apparatus ID,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_ID,Text
Fire Incidents,CAD2 Apparatus Performer ID,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Performer_ID,Text
Fire Incidents,CAD2 Apparatus Personnel Attended Flag (FD19.4),FD19.4,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Attended_Flag,Number
Fire Incidents,CAD2 Apparatus Personnel First Name (FD19.2),FD19.2,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_First_Name,Text
Fire Incidents,CAD2 Apparatus Personnel ID,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_ID,Text
Fire Incidents,CAD2 Apparatus Personnel Last Name (FD19.12),FD19.12,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Last_Name,Text
Fire Incidents,CAD2 Apparatus Personnel Level (FD19.6),FD19.6,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Level,Text
Fire Incidents,CAD2 Apparatus Personnel Rank Or Grade (FD19.3),FD19.3,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Rank_Or_Grade,Text
Fire Incidents,CAD2 Apparatus Personnel Rate,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Rate,Number
Fire Incidents,CAD2 Apparatus Personnel Role (FD19.9),FD19.9,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Role,Text
Fire Incidents,CAD2 Apparatus Personnel Time In Date Time (FD19.7),FD19.7,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Time_In_Date_Time,Date/Time
Fire Incidents,CAD2 Apparatus Personnel Time Out Date Time (FD19.8),FD19.8,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Time_Out_Date_Time,Date/Time
Fire Incidents,CAD2 Apparatus Personnel Time Spent,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Personnel_Time_Spent,Text
Fire Incidents,CAD2 Apparatus Resource Arrival Date Time,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Arrival_Date_Time,Date/Time
Fire Incidents,CAD2 Apparatus Resource Clear Date Time (FD18.5),FD18.5,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Clear_Date_Time,Date/Time
Fire Incidents,CAD2 Apparatus Resource Dispatch Date Time (FD18.3),FD18.3,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Dispatch_Date_Time,Date/Time
Fire Incidents,CAD2 Apparatus Resource ID (FD18.1),FD18.1,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_ID,Text
Fire Incidents,CAD2 Apparatus Resource In Service Date Time (FD18.5.1),FD18.5.1,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_In_Service_Date_Time,Date/Time
Fire Incidents,CAD2 Apparatus Resource Number Of People (FD18.7),FD18.7,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Number_Of_People,Number
Fire Incidents,CAD2 Apparatus Resource Response Mode To Scene (FD1.52),FD1.52,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Response_Mode_To_Scene,Text
Fire Incidents,CAD2 Apparatus Resource Sent Flag (FD18.6),FD18.6,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Sent_Flag,Text
Fire Incidents,CAD2 Apparatus Resource Type (FD18.2),FD18.2,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Type,Text
Fire Incidents,CAD2 Apparatus Resource Use (FD18.8),FD18.8,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Resource_Use,Text
Fire Incidents,CAD2 Apparatus Vehicle Id Internal,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Apparatus_Vehicle_ID_Internal,Text
Fire Incidents,CAD2 Appratus Resource Enroute Date Time,,DwFire,Dim_Fire_CAD_Apparatus,CAD_Appratus_Resource_Enroute_Date_Time,Date/Time
Fire Incidents,CAD2 Basic Address Override,,DwFire,Dim_Fire_CAD,CAD_Basic_Address_Override,Boolean
Fire Incidents,CAD2 Basic Alarms,,DwFire,Dim_Fire_CAD,CAD_Basic_Alarms,Text
Fire Incidents,CAD2 Basic Exposure,,DwFire,Dim_Fire_CAD,CAD_Basic_Exposure,Text
Fire Incidents,CAD2 Basic Fire Department ID (FDID),,DwFire,Dim_Fire_CAD,CAD_Basic_Fire_Departement_ID_FDID,Text
Fire Incidents,CAD2 Basic Hazardous Materials Release Code And Description,,DwFire,Dim_Fire_CAD,CAD_Basic_Hazardous_Materials_Release_Code_And_Description,Text
Fire Incidents,CAD2 Basic Incident Agency Name,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Agency_Name,Text
Fire Incidents,CAD2 Basic Incident Alarm Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Alarm_Time,Date/Time
Fire Incidents,CAD2 Basic Incident Apartment Number,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Apartment_Number,Text
Fire Incidents,CAD2 Basic Incident Arrival Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Arrival_Date_Time,Date/Time
Fire Incidents,CAD2 Basic Incident Census Tract,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Census_Tract,Text
Fire Incidents,CAD2 Basic Incident City GNIS,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_City_GNIS,Text
Fire Incidents,CAD2 Basic Incident City Name,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_City_Name,Text
Fire Incidents,CAD2 Basic Incident Completed,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Completed,Text
Fire Incidents,CAD2 Basic Incident Controlled Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Controlled_Date_Time,Date/Time
Fire Incidents,CAD2 Basic Incident Country Code,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Country_Code,Text
Fire Incidents,CAD2 Basic Incident Country Name,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Country_Name,Text
Fire Incidents,CAD2 Basic Incident County GNIS,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_County_GNIS,Text
Fire Incidents,CAD2 Basic Incident County Name,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_County_Name,Text
Fire Incidents,CAD2 Basic Incident Critical,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Critical,Text
Fire Incidents,CAD2 Basic Incident Cross Street,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Cross_Street,Text
Fire Incidents,CAD2 Basic Incident Date,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Date,Date
Fire Incidents,CAD2 Basic Incident Detector,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Detector,Text
Fire Incidents,CAD2 Basic Incident District (FD1.68),FD1.68,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_District,Text
Fire Incidents,CAD2 Basic Incident Final CAD Dispatch Code (FD1.88),FD1.88,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Final_CAD_Dispatch_Code,Text
Fire Incidents,CAD2 Basic Incident Import Method,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Import_Method,Text
Fire Incidents,CAD2 Basic Incident In Service Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_In_Service_Date_Time,Date/Time
Fire Incidents,CAD2 Basic Incident Last Unit Cleared Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Last_Unit_Cleared_Date_Time,Date/Time
Fire Incidents,CAD2 Basic Incident Location Type,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Location_Type,Text
Fire Incidents,CAD2 Basic Incident Locked,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Locked,Boolean
Fire Incidents,CAD2 Basic Incident Mixed Use Property Code And Description,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Mixed_Use_Property_Code_And_Description,Text
Fire Incidents,CAD2 Basic Incident Number,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Number,Text
Fire Incidents,CAD2 Basic Incident Origin,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Origin,Text
Fire Incidents,CAD2 Basic Incident Patient Count,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Patient_Count,Number
Fire Incidents,CAD2 Basic Incident Post Office Box,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Post_Office_Box,Text
Fire Incidents,CAD2 Basic Incident Postal Code,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Postal_Code,Text
Fire Incidents,CAD2 Basic Incident Primary Narrative,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Primary_Narrative,Text
Fire Incidents,CAD2 Basic Incident PSAP Date Time,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_PSAP_Date_Time,Date/Time
Fire Incidents,CAD2 Basic Incident Reported By,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Reported_By,Text
Fire Incidents,CAD2 Basic Incident State,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_State,Text
Fire Incidents,CAD2 Basic Incident State GNIS,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_State_GNIS,Text
Fire Incidents,CAD2 Basic Incident Status,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Status,Text
Fire Incidents,CAD2 Basic Incident Street Name,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Name,Text
Fire Incidents,CAD2 Basic Incident Street Number,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Number,Text
Fire Incidents,CAD2 Basic Incident Street Prefix,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Prefix,Text
Fire Incidents,CAD2 Basic Incident Street Suffix,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Suffix,Text
Fire Incidents,CAD2 Basic Incident Street Type,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Street_Type,Text
Fire Incidents,CAD2 Basic Incident Type,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Type,Text
Fire Incidents,CAD2 Basic Incident Wildland Location,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Wildland_Location,Text
Fire Incidents,CAD2 Basic Incident Zone/District Number,,DwFire,Dim_Fire_CAD,CAD_Basic_Incident_Zone_Number,Text
Fire Incidents,CAD2 Basic NFIRS Number,,DwFire,Dim_Fire_CAD,CAD_Basic_NFIRS_Number,Text
Fire Incidents,CAD2 Basic Number Of Contract Response,,DwFire,Dim_Fire_CAD,CAD_Basic_Number_Of_Contract_Response,Text
Fire Incidents,CAD2 Basic Primary Station,,DwFire,Dim_Fire_CAD,CAD_Basic_Primary_Station,Text
Fire Incidents,CAD2 Basic Property Use Code And Description,,DwFire,Dim_Fire_CAD,CAD_Basic_Property_Use_Code_And_Description,Text
Fire Incidents,CAD2 Basic Shift Or Platoon (FD1.30),FD1.30,DwFire,Dim_Fire_CAD,CAD_Basic_Shift,Text
Fire Incidents,CAD2 Basic Type Of Alarm,,DwFire,Dim_Fire_CAD,CAD_Basic_Type_Of_Alarm,Text
Fire Incidents,CAD2 Incident ID Internal,,DwFire,Dim_Fire_CAD,CAD_Incident_ID_Internal,Number
Fire Incidents,Civilian Casualty Activity When Injured (FD10.16),FD10.16,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Activity_When_Injured,Text
Fire Incidents,Civilian Casualty Activity When Injured Code (FD10.16),FD10.16,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Activity_When_Injured_Code,Text
Fire Incidents,Civilian Casualty Activity When Injured Code And Description (FD10.16),FD10.16,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Activity_When_Injured_Code_And_Description,Text
Fire Incidents,Civilian Casualty Affiliation (FD10.12),FD10.12,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Affiliation,Text
Fire Incidents,Civilian Casualty Affiliation Code (FD10.12),FD10.12,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Affiliation_Code,Text
Fire Incidents,Civilian Casualty Affiliation Code And Description (FD10.12),FD10.12,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Affiliation_Code_And_Description,Text
Fire Incidents,Civilian Casualty Age (FD10.7),FD10.7,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Age,Number
Fire Incidents,Civilian Casualty Age From DOB (FD10.7),FD10.7,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Age_In_Years,Number
Fire Incidents,Civilian Casualty Cause Of Injury (FD10.15),FD10.15,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Cause_Of_Injury,Text
Fire Incidents,Civilian Casualty Cause Of Injury Code (FD10.15),FD10.15,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Cause_Of_Injury_Code,Text
Fire Incidents,Civilian Casualty Cause Of Injury Code And Description (FD10.15),FD10.15,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Cause_Of_Injury_Code_And_Description,Text
Fire Incidents,Civilian Casualty Date Of Birth (FD10.9),FD10.9,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Date_Of_Birth,Date
Fire Incidents,Civilian Casualty Disposition (FD10.24),FD10.24,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Disposition,Text
Fire Incidents,Civilian Casualty Equipment Failure (FD10),,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Equipment_Failure,Text
Fire Incidents,Civilian Casualty Ethnicity (FD10.11),FD10.11,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Ethnicity,Text
Fire Incidents,Civilian Casualty Ethnicity Code (FD10.11),FD10.11,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Ethnicity_Code,Text
Fire Incidents,Civilian Casualty Ethnicity Code And Description (FD10.11),FD10.11,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Ethnicity_Code_And_Description,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury 1 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_1,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury 2 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_2,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury 3 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_3,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Category 1 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Category_1,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Category 2 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Category_2,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Category 3 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Category_3,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code 1 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_1,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code 2 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_2,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code 3 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_3,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code And Description 1 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_And_Description_1,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code And Description 2 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_And_Description_2,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code And Description 3 (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_And_Description_3,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code And Description List (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_And_Description_List,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury Code List (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_Code_List,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury List (FD10.27),FD10.27,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_List,Text
Fire Incidents,Civilian Casualty Factors Contributing To Injury None Flag (FD10.31),FD10.31,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Factors_Contributing_To_Injury_None_Flag,Text
Fire Incidents,Civilian Casualty Fire Service Type (FD10),,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Fire_Service_Type,Text
Fire Incidents,Civilian Casualty First Name (FD10.2),FD10.2,DwFire,Dim_CivilianCasualty,Civilian_Casualty_First_Name,Text
Fire Incidents,Civilian Casualty Full Name (FD10.2 - FD10.3 - FD10.4),FD10.2 - FD10.3 - FD10.4,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Full_Name,Text
Fire Incidents,Civilian Casualty Gender (FD10.1),FD10.1,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Gender,Text
Fire Incidents,Civilian Casualty Gender Code (FD10.1),FD10.1,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Gender_Code,Text
Fire Incidents,Civilian Casualty Gender Code And Description (FD10.1),FD10.1,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Gender_Code_And_Description,Text
Fire Incidents,Civilian Casualty General Location At Time Of Injury (FD10.18),FD10.18,DwFire,Dim_CivilianCasualty,Civilian_Casualty_General_Location_At_Time_Of_Injury,Text
Fire Incidents,Civilian Casualty General Location At Time Of Injury Code (FD10.18),FD10.18,DwFire,Dim_CivilianCasualty,Civilian_Casualty_General_Location_At_Time_Of_Injury_Code,Text
Fire Incidents,Civilian Casualty General Location At Time Of Injury Code And Description (FD10.18),FD10.18,DwFire,Dim_CivilianCasualty,Civilian_Casualty_General_Location_At_Time_Of_Injury_Code_And_Description,Text
Fire Incidents,Civilian Casualty Human Factors Contributing To Injury Code And Description List (FD10.26),FD10.26,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Human_Factors_Contributing_To_Injury_Code_And_Description_List,Text
Fire Incidents,Civilian Casualty Human Factors Contributing To Injury Code List (FD10.26),FD10.26,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Human_Factors_Contributing_To_Injury_Code_List,Text
Fire Incidents,Civilian Casualty Human Factors Contributing To Injury List (FD10.26),FD10.26,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Human_Factors_Contributing_To_Injury_List,Text
Fire Incidents,Civilian Casualty Human Factors Contributing To Injury None Flag (FD10.30),FD10.30,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Human_Factors_Contributing_To_Injury_None_Flag,Text
Fire Incidents,Civilian Casualty ID Internal,,DwFire,Dim_CivilianCasualty,CivilianCasualty_ID_Internal,Text
Fire Incidents,Civilian Casualty Injury Date Time (FD10.13),FD10.13,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Injury_Date_Time,Date/Time
Fire Incidents,Civilian Casualty Last Name (FD10.4),FD10.4,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Last_Name,Text
Fire Incidents,Civilian Casualty Location At Time Of Incident (FD10.17),FD10.17,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Location_At_Time_Of_Incident,Text
Fire Incidents,Civilian Casualty Location At Time Of Incident Code (FD10.17),FD10.17,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Location_At_Time_Of_Incident_Code,Text
Fire Incidents,Civilian Casualty Location At Time Of Incident Code And Description (FD10.17),FD10.17,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Location_At_Time_Of_Incident_Code_And_Description,Text
Fire Incidents,Civilian Casualty Middle Initial (FD10.3),FD10.3,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Middle_Initial,Text
Fire Incidents,Civilian Casualty Month For Infant Flag,,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Month_For_Infant_Flag,Text
Fire Incidents,Civilian Casualty Number (FD10.6),FD10.6,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Number,Text
Fire Incidents,Civilian Casualty Primary Apparent Symptom (FD10.22),FD10.22,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Primary_Apparent_Symptom,Text
Fire Incidents,Civilian Casualty Primary Apparent Symptom Code (FD10.22),FD10.22,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Primary_Apparent_Symptom_Code,Text
Fire Incidents,Civilian Casualty Primary Apparent Symptom Code And Description (FD10.22),FD10.22,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Primary_Apparent_Symptom_Code_And_Description,Text
Fire Incidents,Civilian Casualty Primary Area Of Body Injured (FD10.23),FD10.23,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Primary_Area_Of_Body_Injured,Text
Fire Incidents,Civilian Casualty Primary Area Of Body Injured Code (FD10.23),FD10.23,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Primary_Area_Of_Body_Injured_Code,Text
Fire Incidents,Civilian Casualty Primary Area Of Body Injured Code And Description (FD10.23),FD10.23,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Primary_Area_Of_Body_Injured_Code_And_Description,Text
Fire Incidents,Civilian Casualty Race (FD10.10),FD10.10,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Race,Text
Fire Incidents,Civilian Casualty Race Code (FD10.10),FD10.10,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Race_Code,Text
Fire Incidents,Civilian Casualty Race Code And Description (FD10.10),FD10.10,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Race_Code_And_Description,Text
Fire Incidents,Civilian Casualty Remarks (FD10.25),FD10.25,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Remarks,Text
Fire Incidents,Civilian Casualty Severity (FD10.14),FD10.14,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Severity,Text
Fire Incidents,Civilian Casualty Severity Code (FD10.14),FD10.14,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Severity_Code,Text
Fire Incidents,Civilian Casualty Severity Code And Description (FD10.14),FD10.14,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Severity_Code_And_Description,Text
Fire Incidents,Civilian Casualty Specific Location At Time Of Injury (FD10.21),FD10.21,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Specific_Location_At_Time_Of_Injury,Text
Fire Incidents,Civilian Casualty Specific Location At Time Of Injury Category (FD10.21),FD10.21,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Specific_Location_At_Time_Of_Injury_Category,Text
Fire Incidents,Civilian Casualty Specific Location At Time Of Injury Code (FD10.21),FD10.21,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Specific_Location_At_Time_Of_Injury_Code,Text
Fire Incidents,Civilian Casualty Specific Location At Time Of Injury Code And Description (FD10.21),FD10.21,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Specific_Location_At_Time_Of_Injury_Code_And_Description,Text
Fire Incidents,Civilian Casualty Story At Start Of Incident (FD10.29),FD10.29,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Story_At_Start_Of_Incident,Number
Fire Incidents,Civilian Casualty Story At Start Of Incident Below Grade Flag (FD10.32),FD10.32,DwFire,Dim_CivilianCasualty,Civilian_Casualty_Story_At_Start_Of_Incident_Below_Grade_Flag,Text
